"no","code","description","function","authorization"
"4","RTN001","Return Center Main Menu","Order Inquiry","FTRAFFIC2"
"4","RTN001","Return Center Main Menu","Order Inquiry","FTRAFFIC5"
"4","RTN001","Return Center Main Menu","Order Inquiry","FWHSEFLOOR"
"4","RTN001","Return Center Main Menu","Order Inquiry","FWHSRETURN"
"4","RTN001","Return Center Main Menu","Order Inquiry","PROGRAMMER"
"4","RTN001","Return Center Main Menu","Order Inquiry","RETFLOOR"
"4","RTN001","Return Center Main Menu","Order Inquiry","STUDENTPRF"
"4","RTN001","Return Center Main Menu","Order Inquiry","TRAFFIC"
"4","RTN001","Return Center Main Menu","Order Inquiry","TRAFFIC2"
"4","RTN001","Return Center Main Menu","Order Inquiry","TRAFFIC5"
"4","RTN001","Return Center Main Menu","Order Inquiry","WHSEFLOOR"
"4","RTN001","Return Center Main Menu","Order Inquiry","WHSRETURNS"
"5","RTN001","Return Center Main Menu","Order Inquiry by Item #","FPROGRAMMR"
"5","RTN001","Return Center Main Menu","Order Inquiry by Item #","FSTUDENTPR"
"5","RTN001","Return Center Main Menu","Order Inquiry by Item #","FTRAFFIC"
"5","RTN001","Return Center Main Menu","Order Inquiry by Item #","FTRAFFIC2"
"5","RTN001","Return Center Main Menu","Order Inquiry by Item #","FTRAFFIC5"
"5","RTN001","Return Center Main Menu","Order Inquiry by Item #","FWHSRETURN"
"5","RTN001","Return Center Main Menu","Order Inquiry by Item #","PROGRAMMER"
"5","RTN001","Return Center Main Menu","Order Inquiry by Item #","STUDENTPRF"
"5","RTN001","Return Center Main Menu","Order Inquiry by Item #","TRAFFIC"
"5","RTN001","Return Center Main Menu","Order Inquiry by Item #","TRAFFIC2"
"5","RTN001","Return Center Main Menu","Order Inquiry by Item #","TRAFFIC5"
"5","RTN001","Return Center Main Menu","Order Inquiry by Item #","WHSRETURNS"
"6","RTN001","Return Center Main Menu","Warehouse Location Inquiry","FPROGRAMMR"
"6","RTN001","Return Center Main Menu","Warehouse Location Inquiry","FRETFLOOR"
"6","RTN001","Return Center Main Menu","Warehouse Location Inquiry","FSTUDENTPR"
"6","RTN001","Return Center Main Menu","Warehouse Location Inquiry","FTRAFFIC"
"6","RTN001","Return Center Main Menu","Warehouse Location Inquiry","FTRAFFIC2"
"6","RTN001","Return Center Main Menu","Warehouse Location Inquiry","FTRAFFIC5"
"6","RTN001","Return Center Main Menu","Warehouse Location Inquiry","FWHSEFLOOR"
"6","RTN001","Return Center Main Menu","Warehouse Location Inquiry","FWHSRETURN"
"6","RTN001","Return Center Main Menu","Warehouse Location Inquiry","PROGRAMMER"
"6","RTN001","Return Center Main Menu","Warehouse Location Inquiry","RETFLOOR"
"6","RTN001","Return Center Main Menu","Warehouse Location Inquiry","STUDENTPRF"
"6","RTN001","Return Center Main Menu","Warehouse Location Inquiry","TRAFFIC"
"6","RTN001","Return Center Main Menu","Warehouse Location Inquiry","TRAFFIC2"
"6","RTN001","Return Center Main Menu","Warehouse Location Inquiry","TRAFFIC5"
"6","RTN001","Return Center Main Menu","Warehouse Location Inquiry","WHSEFLOOR"
"6","RTN001","Return Center Main Menu","Warehouse Location Inquiry","WHSRETURNS"
"7","RTN001","Return Center Main Menu","Item Status Inquiry","FPROGRAMMR"
"7","RTN001","Return Center Main Menu","Item Status Inquiry","FRETFLOOR"
"7","RTN001","Return Center Main Menu","Item Status Inquiry","FTRAFFIC"
"7","RTN001","Return Center Main Menu","Item Status Inquiry","FTRAFFIC2"
"7","RTN001","Return Center Main Menu","Item Status Inquiry","FTRAFFIC5"
"7","RTN001","Return Center Main Menu","Item Status Inquiry","FWHSEFLOOR"
"7","RTN001","Return Center Main Menu","Item Status Inquiry","FWHSRETURN"
"7","RTN001","Return Center Main Menu","Item Status Inquiry","PROGRAMMER"
"7","RTN001","Return Center Main Menu","Item Status Inquiry","RETFLOOR"
"7","RTN001","Return Center Main Menu","Item Status Inquiry","TRAFFIC"
"7","RTN001","Return Center Main Menu","Item Status Inquiry","TRAFFIC2"
"7","RTN001","Return Center Main Menu","Item Status Inquiry","TRAFFIC5"
"7","RTN001","Return Center Main Menu","Item Status Inquiry","WHSEFLOOR"
"7","RTN001","Return Center Main Menu","Item Status Inquiry","WHSRETURNS"
"8","RTN001","Return Center Main Menu","Serial Number Inquiry","FPROGRAMMR"
"8","RTN001","Return Center Main Menu","Serial Number Inquiry","FRETFLOOR"
"8","RTN001","Return Center Main Menu","Serial Number Inquiry","FTRAFFIC"
"8","RTN001","Return Center Main Menu","Serial Number Inquiry","FTRAFFIC2"
"8","RTN001","Return Center Main Menu","Serial Number Inquiry","FTRAFFIC5"
"8","RTN001","Return Center Main Menu","Serial Number Inquiry","FWHSEFLOOR"
"8","RTN001","Return Center Main Menu","Serial Number Inquiry","FWHSRETURN"
"8","RTN001","Return Center Main Menu","Serial Number Inquiry","PROGRAMMER"
"8","RTN001","Return Center Main Menu","Serial Number Inquiry","RETFLOOR"
"8","RTN001","Return Center Main Menu","Serial Number Inquiry","TRAFFIC"
"8","RTN001","Return Center Main Menu","Serial Number Inquiry","TRAFFIC2"
"8","RTN001","Return Center Main Menu","Serial Number Inquiry","TRAFFIC5"
"8","RTN001","Return Center Main Menu","Serial Number Inquiry","WHSEFLOOR"
"8","RTN001","Return Center Main Menu","Serial Number Inquiry","WHSRETURNS"
"11","RTN001","Return Center Main Menu","RGA Activity Report (PO Rtrns)","FOECLERK"
"11","RTN001","Return Center Main Menu","RGA Activity Report (PO Rtrns)","FOESUPR"
"11","RTN001","Return Center Main Menu","RGA Activity Report (PO Rtrns)","FPROGRAMMR"
"11","RTN001","Return Center Main Menu","RGA Activity Report (PO Rtrns)","FPURSUPR"
"11","RTN001","Return Center Main Menu","RGA Activity Report (PO Rtrns)","FSTUDENTPR"
"11","RTN001","Return Center Main Menu","RGA Activity Report (PO Rtrns)","FTRAFFIC"
"11","RTN001","Return Center Main Menu","RGA Activity Report (PO Rtrns)","FTRAFFIC2"
"11","RTN001","Return Center Main Menu","RGA Activity Report (PO Rtrns)","FTRAFFIC5"
"11","RTN001","Return Center Main Menu","RGA Activity Report (PO Rtrns)","FWHSRETURN"
"11","RTN001","Return Center Main Menu","RGA Activity Report (PO Rtrns)","OECLERK"
"11","RTN001","Return Center Main Menu","RGA Activity Report (PO Rtrns)","OESUPR"
"11","RTN001","Return Center Main Menu","RGA Activity Report (PO Rtrns)","PROGRAMMER"
"11","RTN001","Return Center Main Menu","RGA Activity Report (PO Rtrns)","PURSUPR"
"11","RTN001","Return Center Main Menu","RGA Activity Report (PO Rtrns)","STUDENTPRF"
"11","RTN001","Return Center Main Menu","RGA Activity Report (PO Rtrns)","TRAFFIC"
"11","RTN001","Return Center Main Menu","RGA Activity Report (PO Rtrns)","TRAFFIC2"
"11","RTN001","Return Center Main Menu","RGA Activity Report (PO Rtrns)","TRAFFIC5"
"11","RTN001","Return Center Main Menu","RGA Activity Report (PO Rtrns)","WHSRETURNS"
"1","SAL001","Sales Reporting Menu","Sales by Customer by Salesman","CISSPEC4"
"1","SAL001","Sales Reporting Menu","Sales by Customer by Salesman","FCISSPEC4"
"1","SAL001","Sales Reporting Menu","Sales by Customer by Salesman","FOECLERK"
"1","SAL001","Sales Reporting Menu","Sales by Customer by Salesman","FPROGRAMMR"
"1","SAL001","Sales Reporting Menu","Sales by Customer by Salesman","FSTUDENTPR"
"1","SAL001","Sales Reporting Menu","Sales by Customer by Salesman","FVISTASUP"
"1","SAL001","Sales Reporting Menu","Sales by Customer by Salesman","ITVISTASUP"
"1","SAL001","Sales Reporting Menu","Sales by Customer by Salesman","OECLERK"
"1","SAL001","Sales Reporting Menu","Sales by Customer by Salesman","PROGRAMMER"
"1","SAL001","Sales Reporting Menu","Sales by Customer by Salesman","STUDENTPRF"
"2","SAL001","Sales Reporting Menu","Same Store Sales Comparison","ACCTSUPR"
"2","SAL001","Sales Reporting Menu","Same Store Sales Comparison","ALLUSROPT"
"2","SAL001","Sales Reporting Menu","Same Store Sales Comparison","CORPACCTCK"
"2","SAL001","Sales Reporting Menu","Same Store Sales Comparison","CORPACCTV"
"2","SAL001","Sales Reporting Menu","Same Store Sales Comparison","EXPPRICE"
"2","SAL001","Sales Reporting Menu","Same Store Sales Comparison","FACCTSUPR"
"2","SAL001","Sales Reporting Menu","Same Store Sales Comparison","FALLUSROPT"
"2","SAL001","Sales Reporting Menu","Same Store Sales Comparison","FCORPACCTC"
"2","SAL001","Sales Reporting Menu","Same Store Sales Comparison","FCORPACCTV"
"2","SAL001","Sales Reporting Menu","Same Store Sales Comparison","FEXPPRICE"
"2","SAL001","Sales Reporting Menu","Same Store Sales Comparison","FOECLERK"
"2","SAL001","Sales Reporting Menu","Same Store Sales Comparison","FOESUPR"
"2","SAL001","Sales Reporting Menu","Same Store Sales Comparison","FPROGRAMMR"
"2","SAL001","Sales Reporting Menu","Same Store Sales Comparison","FSTUDENTPR"
"2","SAL001","Sales Reporting Menu","Same Store Sales Comparison","FVISTASUP"
"2","SAL001","Sales Reporting Menu","Same Store Sales Comparison","ITVISTASUP"
"2","SAL001","Sales Reporting Menu","Same Store Sales Comparison","OECLERK"
"2","SAL001","Sales Reporting Menu","Same Store Sales Comparison","OESUPR"
"2","SAL001","Sales Reporting Menu","Same Store Sales Comparison","PRODOBJ"
"2","SAL001","Sales Reporting Menu","Same Store Sales Comparison","PROGRAMMER"
"2","SAL001","Sales Reporting Menu","Same Store Sales Comparison","STUDENTPRF"
"3","SAL001","Sales Reporting Menu","Purchase By Group","ACCTSUPR"
"3","SAL001","Sales Reporting Menu","Purchase By Group","ALLUSROPT"
"3","SAL001","Sales Reporting Menu","Purchase By Group","CISSPEC2"
"3","SAL001","Sales Reporting Menu","Purchase By Group","CISSPEC4"
"3","SAL001","Sales Reporting Menu","Purchase By Group","CORPACCTCK"
"3","SAL001","Sales Reporting Menu","Purchase By Group","CORPACCTV"
"3","SAL001","Sales Reporting Menu","Purchase By Group","EXPPRICE"
"3","SAL001","Sales Reporting Menu","Purchase By Group","FACCTSUPR"
"3","SAL001","Sales Reporting Menu","Purchase By Group","FALLUSROPT"
"3","SAL001","Sales Reporting Menu","Purchase By Group","FCISSPEC2"
"3","SAL001","Sales Reporting Menu","Purchase By Group","FCISSPEC4"
"3","SAL001","Sales Reporting Menu","Purchase By Group","FCORPACCTC"
"3","SAL001","Sales Reporting Menu","Purchase By Group","FCORPACCTV"
"3","SAL001","Sales Reporting Menu","Purchase By Group","FEXPPRICE"
"3","SAL001","Sales Reporting Menu","Purchase By Group","FOECLERK"
"3","SAL001","Sales Reporting Menu","Purchase By Group","FOESUPR"
"3","SAL001","Sales Reporting Menu","Purchase By Group","FPROGRAMMR"
"3","SAL001","Sales Reporting Menu","Purchase By Group","FSTUDENTPR"
"3","SAL001","Sales Reporting Menu","Purchase By Group","FVISTASUP"
"3","SAL001","Sales Reporting Menu","Purchase By Group","ITVISTASUP"
"3","SAL001","Sales Reporting Menu","Purchase By Group","OECLERK"
"3","SAL001","Sales Reporting Menu","Purchase By Group","OESUPR"
"3","SAL001","Sales Reporting Menu","Purchase By Group","PRODOBJ"
"3","SAL001","Sales Reporting Menu","Purchase By Group","PROGRAMMER"
"3","SAL001","Sales Reporting Menu","Purchase By Group","STUDENTPRF"
"4","SAL001","Sales Reporting Menu","Purchase Order Turnaround","ACCTSUPR"
"4","SAL001","Sales Reporting Menu","Purchase Order Turnaround","ALLUSROPT"
"4","SAL001","Sales Reporting Menu","Purchase Order Turnaround","CISSPEC2"
"4","SAL001","Sales Reporting Menu","Purchase Order Turnaround","CISSPEC4"
"4","SAL001","Sales Reporting Menu","Purchase Order Turnaround","EXPPRICE"
"4","SAL001","Sales Reporting Menu","Purchase Order Turnaround","FACCTSUPR"
"4","SAL001","Sales Reporting Menu","Purchase Order Turnaround","FALLUSROPT"
"4","SAL001","Sales Reporting Menu","Purchase Order Turnaround","FCISSPEC2"
"4","SAL001","Sales Reporting Menu","Purchase Order Turnaround","FCISSPEC4"
"4","SAL001","Sales Reporting Menu","Purchase Order Turnaround","FEXPPRICE"
"4","SAL001","Sales Reporting Menu","Purchase Order Turnaround","FOECLERK"
"4","SAL001","Sales Reporting Menu","Purchase Order Turnaround","FOESUPR"
"4","SAL001","Sales Reporting Menu","Purchase Order Turnaround","FPROGRAMMR"
"4","SAL001","Sales Reporting Menu","Purchase Order Turnaround","FPURSPEC"
"4","SAL001","Sales Reporting Menu","Purchase Order Turnaround","FPURSUPR"
"4","SAL001","Sales Reporting Menu","Purchase Order Turnaround","FPURSUPR2"
"4","SAL001","Sales Reporting Menu","Purchase Order Turnaround","FSCHEDSUP2"
"4","SAL001","Sales Reporting Menu","Purchase Order Turnaround","FSTUDENTPR"
"4","SAL001","Sales Reporting Menu","Purchase Order Turnaround","FTELECAT"
"4","SAL001","Sales Reporting Menu","Purchase Order Turnaround","FTELESALES"
"4","SAL001","Sales Reporting Menu","Purchase Order Turnaround","FTELE3PO"
"4","SAL001","Sales Reporting Menu","Purchase Order Turnaround","FTEMPGRP"
"4","SAL001","Sales Reporting Menu","Purchase Order Turnaround","FVISTASUP"
"4","SAL001","Sales Reporting Menu","Purchase Order Turnaround","ITVISTASUP"
"4","SAL001","Sales Reporting Menu","Purchase Order Turnaround","OECLERK"
"4","SAL001","Sales Reporting Menu","Purchase Order Turnaround","OESUPR"
"4","SAL001","Sales Reporting Menu","Purchase Order Turnaround","PRODOBJ"
"4","SAL001","Sales Reporting Menu","Purchase Order Turnaround","PROGRAMMER"
"4","SAL001","Sales Reporting Menu","Purchase Order Turnaround","PURSPEC"
"4","SAL001","Sales Reporting Menu","Purchase Order Turnaround","PURSUPR"
"4","SAL001","Sales Reporting Menu","Purchase Order Turnaround","PURSUPR2"
"4","SAL001","Sales Reporting Menu","Purchase Order Turnaround","SCHEDSUPR2"
"4","SAL001","Sales Reporting Menu","Purchase Order Turnaround","STUDENTPRF"
"4","SAL001","Sales Reporting Menu","Purchase Order Turnaround","TELECAT"
"4","SAL001","Sales Reporting Menu","Purchase Order Turnaround","TELESALES"
"4","SAL001","Sales Reporting Menu","Purchase Order Turnaround","TELE3PO"
"4","SAL001","Sales Reporting Menu","Purchase Order Turnaround","TEMPGRP"
"5","SAL001","Sales Reporting Menu","Customer Order Turnaround","ACCTSUPR"
"5","SAL001","Sales Reporting Menu","Customer Order Turnaround","ALLUSROPT"
"5","SAL001","Sales Reporting Menu","Customer Order Turnaround","CISSPEC2"
"5","SAL001","Sales Reporting Menu","Customer Order Turnaround","CISSPEC4"
"5","SAL001","Sales Reporting Menu","Customer Order Turnaround","EXPPRICE"
"5","SAL001","Sales Reporting Menu","Customer Order Turnaround","FACCTSUPR"
"5","SAL001","Sales Reporting Menu","Customer Order Turnaround","FALLUSROPT"
"5","SAL001","Sales Reporting Menu","Customer Order Turnaround","FCISSPEC2"
"5","SAL001","Sales Reporting Menu","Customer Order Turnaround","FCISSPEC4"
"5","SAL001","Sales Reporting Menu","Customer Order Turnaround","FEXPPRICE"
"5","SAL001","Sales Reporting Menu","Customer Order Turnaround","FINVMNGT"
"5","SAL001","Sales Reporting Menu","Customer Order Turnaround","FINVMNGT2"
"5","SAL001","Sales Reporting Menu","Customer Order Turnaround","FOECLERK"
"5","SAL001","Sales Reporting Menu","Customer Order Turnaround","FOESUPR"
"5","SAL001","Sales Reporting Menu","Customer Order Turnaround","FPROGRAMMR"
"5","SAL001","Sales Reporting Menu","Customer Order Turnaround","FPURSPEC"
"5","SAL001","Sales Reporting Menu","Customer Order Turnaround","FPURSUPR"
"5","SAL001","Sales Reporting Menu","Customer Order Turnaround","FPURSUPR2"
"5","SAL001","Sales Reporting Menu","Customer Order Turnaround","FSCHEDSUP2"
"5","SAL001","Sales Reporting Menu","Customer Order Turnaround","FSTUDENTPR"
"5","SAL001","Sales Reporting Menu","Customer Order Turnaround","FTELECAT"
"5","SAL001","Sales Reporting Menu","Customer Order Turnaround","FTELESALES"
"5","SAL001","Sales Reporting Menu","Customer Order Turnaround","FTELE3PO"
"5","SAL001","Sales Reporting Menu","Customer Order Turnaround","FTEMPGRP"
"5","SAL001","Sales Reporting Menu","Customer Order Turnaround","FVISTASUP"
"5","SAL001","Sales Reporting Menu","Customer Order Turnaround","FWHSMNGT"
"5","SAL001","Sales Reporting Menu","Customer Order Turnaround","FWHSRETURN"
"5","SAL001","Sales Reporting Menu","Customer Order Turnaround","INVMNGT"
"5","SAL001","Sales Reporting Menu","Customer Order Turnaround","INVMNGT2"
"5","SAL001","Sales Reporting Menu","Customer Order Turnaround","ITVISTASUP"
"5","SAL001","Sales Reporting Menu","Customer Order Turnaround","OECLERK"
"5","SAL001","Sales Reporting Menu","Customer Order Turnaround","OESUPR"
"5","SAL001","Sales Reporting Menu","Customer Order Turnaround","PRODOBJ"
"5","SAL001","Sales Reporting Menu","Customer Order Turnaround","PROGRAMMER"
"5","SAL001","Sales Reporting Menu","Customer Order Turnaround","PURSPEC"
"5","SAL001","Sales Reporting Menu","Customer Order Turnaround","PURSUPR"
"5","SAL001","Sales Reporting Menu","Customer Order Turnaround","PURSUPR2"
"5","SAL001","Sales Reporting Menu","Customer Order Turnaround","SCHEDSUPR2"
"5","SAL001","Sales Reporting Menu","Customer Order Turnaround","STUDENTPRF"
"5","SAL001","Sales Reporting Menu","Customer Order Turnaround","TELECAT"
"5","SAL001","Sales Reporting Menu","Customer Order Turnaround","TELESALES"
"5","SAL001","Sales Reporting Menu","Customer Order Turnaround","TELE3PO"
"5","SAL001","Sales Reporting Menu","Customer Order Turnaround","TEMPGRP"
"5","SAL001","Sales Reporting Menu","Customer Order Turnaround","WHSMNGT"
"5","SAL001","Sales Reporting Menu","Customer Order Turnaround","WHSRETURNS"
"6","SAL001","Sales Reporting Menu","Customer Satisfaction Report","ACCTSUPR"
"6","SAL001","Sales Reporting Menu","Customer Satisfaction Report","ALLUSROPT"
"6","SAL001","Sales Reporting Menu","Customer Satisfaction Report","FACCTSUPR"
"6","SAL001","Sales Reporting Menu","Customer Satisfaction Report","FALLUSROPT"
"6","SAL001","Sales Reporting Menu","Customer Satisfaction Report","FOECLERK"
"6","SAL001","Sales Reporting Menu","Customer Satisfaction Report","FOESUPR"
"6","SAL001","Sales Reporting Menu","Customer Satisfaction Report","FPROGRAMMR"
"6","SAL001","Sales Reporting Menu","Customer Satisfaction Report","FPURSPEC"
"6","SAL001","Sales Reporting Menu","Customer Satisfaction Report","FPURSUPR"
"6","SAL001","Sales Reporting Menu","Customer Satisfaction Report","FPURSUPR2"
"6","SAL001","Sales Reporting Menu","Customer Satisfaction Report","FSCHEDSUP2"
"6","SAL001","Sales Reporting Menu","Customer Satisfaction Report","FSTUDENTPR"
"6","SAL001","Sales Reporting Menu","Customer Satisfaction Report","FTEMPGRP"
"6","SAL001","Sales Reporting Menu","Customer Satisfaction Report","FVISTASUP"
"6","SAL001","Sales Reporting Menu","Customer Satisfaction Report","ITVISTASUP"
"6","SAL001","Sales Reporting Menu","Customer Satisfaction Report","OECLERK"
"6","SAL001","Sales Reporting Menu","Customer Satisfaction Report","OESUPR"
"6","SAL001","Sales Reporting Menu","Customer Satisfaction Report","PRODOBJ"
"6","SAL001","Sales Reporting Menu","Customer Satisfaction Report","PROGRAMMER"
"6","SAL001","Sales Reporting Menu","Customer Satisfaction Report","PURSPEC"
"6","SAL001","Sales Reporting Menu","Customer Satisfaction Report","PURSUPR"
"6","SAL001","Sales Reporting Menu","Customer Satisfaction Report","PURSUPR2"
"6","SAL001","Sales Reporting Menu","Customer Satisfaction Report","SCHEDSUPR2"
"6","SAL001","Sales Reporting Menu","Customer Satisfaction Report","STUDENTPRF"
"6","SAL001","Sales Reporting Menu","Customer Satisfaction Report","TEMPGRP"
"7","SAL001","Sales Reporting Menu","SISR by Customer Type","ACCTSUPR"
"7","SAL001","Sales Reporting Menu","SISR by Customer Type","ARCLERK"
"7","SAL001","Sales Reporting Menu","SISR by Customer Type","ARCLERK2"
"7","SAL001","Sales Reporting Menu","SISR by Customer Type","CISSPEC4"
"7","SAL001","Sales Reporting Menu","SISR by Customer Type","FACCTSUPR"
"7","SAL001","Sales Reporting Menu","SISR by Customer Type","FARCLERK"
"7","SAL001","Sales Reporting Menu","SISR by Customer Type","FARCLERK2"
"7","SAL001","Sales Reporting Menu","SISR by Customer Type","FCISSPEC4"
"7","SAL001","Sales Reporting Menu","SISR by Customer Type","FPROGRAMMR"
"7","SAL001","Sales Reporting Menu","SISR by Customer Type","FVISTASUP"
"7","SAL001","Sales Reporting Menu","SISR by Customer Type","ITVISTASUP"
"7","SAL001","Sales Reporting Menu","SISR by Customer Type","PROGRAMMER"
"1","SAL002","Sales Reporting Addl Options","VSP Menu","ACCTSUPR"
"1","SAL002","Sales Reporting Addl Options","VSP Menu","ALLUSROPT"
"1","SAL002","Sales Reporting Addl Options","VSP Menu","CISSPEC2"
"1","SAL002","Sales Reporting Addl Options","VSP Menu","CUSTSETUP"
"1","SAL002","Sales Reporting Addl Options","VSP Menu","CUSTSETUP2"
"1","SAL002","Sales Reporting Addl Options","VSP Menu","DATAADMIN"
"1","SAL002","Sales Reporting Addl Options","VSP Menu","EXPPRICE"
"1","SAL002","Sales Reporting Addl Options","VSP Menu","FACCTSUPR"
"1","SAL002","Sales Reporting Addl Options","VSP Menu","FALLUSROPT"
"1","SAL002","Sales Reporting Addl Options","VSP Menu","FCISSPEC2"
"1","SAL002","Sales Reporting Addl Options","VSP Menu","FCUSTSETUP"
"1","SAL002","Sales Reporting Addl Options","VSP Menu","FCUSTSETU2"
"1","SAL002","Sales Reporting Addl Options","VSP Menu","FDATAADMIN"
"1","SAL002","Sales Reporting Addl Options","VSP Menu","FEXPPRICE"
"1","SAL002","Sales Reporting Addl Options","VSP Menu","FKOHLHART"
"1","SAL002","Sales Reporting Addl Options","VSP Menu","FPROGRAMMR"
